"Time","D0","D1","D2","D3","D4","D5","D6","D7","D8","D9","D10","D11"
-8.191930921520 s,0,0,0,1,0,0,1,1,0,1,1,0
-8.190930929200 s,1,1,1,1,1,1,1,1,1,1,0,0
-8.189930937520 s,1,1,1,1,1,1,1,1,1,0,1,0
-8.188930945920 s,1,1,1,1,1,1,1,1,1,1,1,0
-8.187930954320 s,1,1,1,1,1,1,1,1,1,1,1,0
-8.186930962640 s,1,1,1,1,1,1,1,1,1,1,1,0
-8.185930970960 s,1,1,1,1,1,1,1,1,1,1,1,0
-8.184930979520 s,1,1,1,1,1,1,1,1,1,1,1,0
-8.183930988560 s,0,0,0,1,1,0,0,1,1,1,1,0
-8.182930997040 s,1,1,0,1,0,1,1,0,1,1,1,0
-8.181931005360 s,1,1,1,0,1,0,0,1,1,1,1,0
-8.180931014160 s,1,1,0,0,0,0,1,1,1,1,1,0
-8.179931022720 s,1,0,0,0,0,0,1,1,0,0,0,1
-8.178931030880 s,0,1,0,1,1,0,1,1,1,0,1,0
-8.177931038960 s,1,0,1,0,1,0,1,1,1,1,1,0
-8.176931047520 s,0,0,0,0,1,0,1,1,1,1,1,0
-8.175931056160 s,0,0,0,0,0,0,1,1,1,1,1,0
-8.174931065040 s,1,1,0,0,0,0,0,1,1,0,1,0
-8.173931072400 s,1,1,1,1,1,1,1,1,1,1,0,0
-8.172931081680 s,0,0,0,0,0,0,1,1,0,1,1,0
-8.171931089840 s,0,0,0,1,1,1,0,1,0,1,1,0
-8.170931097520 s,1,1,1,1,1,1,1,1,1,1,0,0
-8.169931106720 s,0,1,0,0,1,0,1,0,1,1,1,0
-8.168931114400 s,1,1,1,1,1,1,1,1,1,1,1,0
-8.167931122800 s,1,1,1,1,1,1,1,1,1,1,1,0
-8.166931131360 s,1,1,1,1,1,1,1,1,1,1,1,0
-8.165931139600 s,1,1,1,1,1,1,1,1,1,1,1,0
-8.164931147760 s,1,1,1,1,1,1,1,1,1,1,1,1
-8.163931157520 s,0,0,1,0,0,0,0,1,1,1,1,0
-8.162931165360 s,1,1,1,1,0,1,1,0,1,1,1,0
-8.161931173840 s,1,1,1,1,0,1,0,1,1,1,1,0
-8.160931181760 s,1,1,1,1,1,1,1,1,1,1,1,0
-8.159931190800 s,1,1,0,1,1,0,0,1,1,1,1,0
-8.158931199200 s,1,1,1,0,1,0,1,0,1,1,1,0
