"Time","D0","D1","D2","D3","D4","D5","D6","D7","D8","D9","D10","D11"
-8.191929323600 s,1,0,1,0,1,0,0,1,0,0,1,0
-8.190929331600 s,0,0,1,1,1,0,1,1,1,1,0,0
-8.189929340640 s,1,1,0,1,0,0,0,1,1,1,0,0
-8.188929349360 s,1,0,0,1,0,1,0,1,1,1,0,0
-8.187929358080 s,0,0,1,0,1,1,0,0,0,0,1,0
-8.186929366160 s,1,1,1,1,1,0,0,0,1,0,1,0
-8.185929374880 s,1,1,1,1,0,0,1,0,0,1,1,0
-8.184929383360 s,0,1,0,0,0,1,0,1,1,1,1,0
-8.183929391840 s,1,0,1,0,1,1,1,1,0,0,0,1
-8.182929401120 s,1,0,0,0,1,1,0,0,0,1,0,1
-8.181929409360 s,1,0,1,1,0,1,0,0,1,1,0,1
-8.180929418480 s,1,0,0,0,1,0,1,1,1,1,0,1
-8.179929426720 s,0,1,1,1,0,0,0,0,0,0,1,1
-8.178929435280 s,1,0,0,1,1,0,1,1,1,1,0,1
-8.177929444000 s,1,0,1,1,1,1,0,0,1,1,0,1
-8.176929453280 s,0,0,0,1,0,0,1,0,0,1,0,1
-8.175929461680 s,1,0,0,0,1,0,0,0,1,0,0,1
-8.174929469200 s,0,1,1,0,1,1,0,1,1,1,1,0
-8.173929479200 s,1,0,0,0,0,1,1,0,0,1,1,0
-8.172929487200 s,1,0,1,1,0,1,0,0,1,0,1,0
-8.171929495920 s,1,1,0,0,0,0,1,0,0,0,1,0
-8.170929504320 s,1,1,1,1,0,1,0,1,1,1,0,0
-8.169929513280 s,0,1,0,1,0,0,0,1,1,1,0,0
-8.168929521600 s,1,0,1,0,1,0,1,1,1,1,0,0
-8.167929530480 s,1,0,0,1,0,0,0,1,0,0,1,0
-8.166929538960 s,0,1,0,0,1,0,0,1,1,0,1,0
-8.165929547520 s,0,1,0,0,1,0,1,1,0,1,1,0
-8.164929556720 s,0,0,0,1,0,1,0,0,0,0,0,1
-8.163929564320 s,0,0,0,1,1,1,1,0,1,0,0,1
-8.162929573600 s,1,0,1,1,1,0,0,1,0,1,0,1
-8.161929581760 s,0,0,0,1,1,1,1,0,1,1,0,1
-8.160929590400 s,1,1,0,0,1,1,1,1,1,1,0,1
-8.159929599520 s,1,1,1,0,0,0,0,0,0,0,1,1
-8.158929608000 s,1,0,0,1,0,1,0,1,1,1,0,1
-8.157929616160 s,1,1,1,0,0,1,1,1,0,1,0,1
-8.156929625280 s,0,1,0,0,1,0,1,1,1,0,0,1
-8.155929634240 s,0,1,0,1,0,0,0,1,0,0,0,1
-8.154929642640 s,0,1,1,1,0,1,0,0,1,1,1,0
-8.153929650960 s,0,1,0,0,0,1,1,1,1,0,1,0
-8.152929659920 s,1,0,0,1,0,0,1,1,0,0,1,0
-8.151929667920 s,1,0,0,1,1,1,1,1,1,1,0,0
-8.150929676560 s,0,0,1,0,1,0,0,1,1,1,0,0
-8.149929685840 s,0,0,0,1,1,0,0,1,1,1,0,0
-8.148929694240 s,1,1,1,1,0,0,0,0,0,0,1,0
-8.147929702880 s,0,1,1,0,0,1,1,1,0,0,1,0
-8.146929711760 s,1,1,0,1,0,0,0,0,0,1,1,0
-8.145929720080 s,1,0,0,1,1,0,1,0,1,1,1,0
-8.144929728800 s,0,1,1,1,0,1,0,1,0,0,0,1
-8.143929737120 s,1,1,1,1,0,1,1,1,1,0,0,1
-8.142929745680 s,0,0,1,1,1,1,1,1,0,1,0,1
-8.141929754080 s,1,0,1,0,1,1,0,1,1,1,0,1
-8.140929763600 s,1,0,0,1,0,0,0,0,0,0,1,1
-8.139929771360 s,1,0,1,1,0,1,1,1,1,1,0,1
-8.138929780480 s,0,0,0,1,0,1,1,0,1,1,0,1
-8.137929789280 s,0,0,1,0,0,0,0,1,0,1,0,1
-8.136929798080 s,1,0,1,0,1,0,1,0,1,0,0,1
-8.135929805440 s,1,1,1,1,1,1,1,1,1,1,1,0
-8.134929815040 s,1,0,0,1,0,1,0,1,0,1,1,0
-8.133929823280 s,1,1,0,1,0,1,1,0,1,0,1,0
-8.132929832400 s,0,0,1,1,0,1,1,0,0,0,1,0
-8.131929841040 s,0,0,0,1,0,0,1,1,1,1,0,0
-8.130929849600 s,0,1,0,1,0,0,0,1,1,1,0,0
-8.129929858080 s,0,0,0,1,1,1,0,1,1,1,0,0
-8.128929866880 s,1,0,0,1,1,0,1,0,0,0,1,0
-8.127929875680 s,1,0,0,0,1,0,1,0,1,0,1,0
-8.126929884160 s,0,1,0,1,0,0,0,1,0,1,1,0
-8.125929892640 s,0,1,0,0,0,1,1,1,1,1,1,0
-8.124929901360 s,0,1,0,0,1,1,0,0,1,0,0,1
-8.123929910000 s,0,0,1,0,0,1,1,0,0,1,0,1
-8.122929918720 s,1,0,0,0,1,0,1,0,1,1,0,1
-8.121929926960 s,0,0,1,0,0,1,1,1,1,1,0,1
-8.120929935840 s,0,0,1,1,0,0,0,0,0,0,1,1
-8.119929944480 s,1,1,1,0,0,0,1,1,1,1,0,1
-8.118929953280 s,0,0,0,1,1,0,0,0,1,1,0,1
-8.117929961920 s,0,0,1,0,1,0,0,0,0,1,0,1
-8.116929970480 s,0,0,1,0,1,0,1,1,0,0,0,1
-8.115929978560 s,1,0,0,1,1,1,1,0,1,1,1,0
-8.114929987600 s,0,1,1,0,0,1,0,0,0,1,1,0
-8.113929995760 s,1,0,1,1,1,1,1,1,0,0,1,0
-8.112930005200 s,1,0,0,0,0,1,0,0,0,0,1,0
-8.111930013680 s,0,0,0,0,0,1,0,1,1,1,0,0
-8.110930022720 s,0,0,0,0,1,0,0,1,1,1,0,0
-8.109930030480 s,0,0,1,1,0,1,1,1,1,1,0,0
-8.108930039200 s,1,1,1,1,0,1,0,1,0,0,1,0
-8.107930047760 s,0,0,0,1,0,0,1,1,1,0,1,0
-8.106930056720 s,0,1,1,1,0,0,0,0,1,1,1,0
-8.105930065440 s,1,0,1,0,0,1,1,0,0,0,0,1
-8.104930073440 s,1,1,1,1,0,1,0,1,1,0,0,1
-8.103930082560 s,0,1,0,1,0,0,1,1,0,1,0,1
-8.102930090800 s,1,0,1,0,1,0,0,1,1,1,0,1
-8.101930099760 s,0,1,0,0,0,0,0,0,0,0,1,1
-8.100930107840 s,1,1,0,1,1,1,1,1,1,1,0,1
-8.099930116800 s,1,0,1,1,0,0,0,1,1,1,0,1
-8.098930125360 s,1,0,0,1,1,1,0,1,0,1,0,1
-8.097930134160 s,1,1,0,1,1,0,0,1,1,0,0,1
-8.096930142880 s,1,0,1,1,0,0,1,0,0,0,0,1
-8.095930151360 s,0,0,0,0,1,1,1,1,0,1,1,0
-8.094930160160 s,0,1,0,1,0,1,0,1,1,0,1,0
-8.093930169040 s,1,0,1,1,1,0,0,1,0,0,1,0
-8.092930177280 s,1,1,0,0,0,1,1,1,1,1,0,0
-8.091930185840 s,0,0,1,1,0,0,0,1,1,1,0,0
-8.090930194800 s,1,0,1,0,0,1,0,1,1,1,0,0
-8.089930203280 s,0,1,1,1,0,1,0,0,0,0,1,0
-8.088930211680 s,0,1,1,0,1,0,0,0,1,0,1,0
-8.087930220480 s,1,1,0,0,0,0,1,0,0,1,1,0
-8.086930228960 s,0,0,1,0,1,0,0,1,1,1,1,0
-8.085930238000 s,0,1,0,1,0,1,1,1,0,0,0,1
-8.084930246560 s,0,1,1,0,0,1,0,0,0,1,0,1
-8.083930255040 s,0,0,1,0,0,1,0,0,1,1,0,1
-8.082930263600 s,1,0,1,1,0,0,1,1,1,1,0,1
-8.081930272720 s,0,0,1,1,0,0,0,0,0,0,1,1
-8.080930280400 s,0,1,1,1,1,0,1,1,1,1,0,1
-8.079930289680 s,0,1,1,0,0,0,1,0,1,1,0,1
-8.078930298400 s,1,1,0,0,1,0,1,0,0,1,0,1
-8.077930306640 s,0,1,0,1,1,0,0,0,1,0,0,1
-8.076930315200 s,0,0,0,1,0,0,1,1,1,1,1,0
-8.075930324160 s,0,0,1,1,0,1,1,0,0,1,1,0
-8.074930332960 s,1,0,0,1,1,1,0,0,1,0,1,0
-8.073930341520 s,0,1,0,1,0,0,1,0,0,0,1,0
-8.072930349840 s,1,1,0,0,1,1,0,1,1,1,0,0
-8.071930358560 s,0,1,0,1,0,0,0,1,1,1,0,0
-8.070930367520 s,1,0,0,0,1,0,1,1,1,1,0,0
-8.069930375920 s,1,0,0,0,0,0,0,1,0,0,1,0
-8.068930384720 s,0,1,1,0,0,0,0,1,1,0,1,0
-8.067930393040 s,0,1,1,0,0,0,1,1,0,1,1,0
-8.066930401920 s,1,1,0,1,1,0,0,0,0,0,0,1
-8.065930410320 s,0,0,1,1,0,1,1,0,1,0,0,1
-8.064930419200 s,1,0,0,0,1,0,0,1,0,1,0,1
-8.063930427360 s,0,0,0,0,1,1,1,0,1,1,0,1
-8.062930436400 s,1,0,0,0,1,1,1,1,1,1,0,1
-8.061930445200 s,0,0,0,1,0,0,0,0,0,0,1,1
-8.060930453600 s,1,0,1,1,0,1,0,1,1,1,0,1
-8.059930461760 s,1,1,1,1,0,1,1,1,0,1,0,1
-8.058930470480 s,0,1,1,1,1,0,1,1,1,0,0,1
-8.057930479440 s,1,0,1,0,1,0,0,1,0,0,0,1
-8.056930488000 s,0,1,0,1,1,1,0,0,1,1,1,0
-8.055930496320 s,0,1,1,1,0,1,1,1,1,0,1,0
-8.054930505440 s,1,0,0,0,1,0,1,1,0,0,1,0
-8.053930514640 s,1,1,0,0,0,0,0,0,0,0,1,0
-8.052930522640 s,1,0,1,0,1,0,0,1,1,1,0,0
-8.051930531280 s,0,0,0,1,1,0,0,1,1,1,0,0
-8.050930540160 s,0,1,0,1,0,0,0,0,0,0,1,0
-8.049930548240 s,0,0,1,1,1,0,1,1,0,0,1,0
-8.048930556480 s,0,0,1,1,1,1,1,1,1,0,1,0
-8.047930565280 s,1,0,0,1,0,0,1,0,1,1,1,0
-8.046930574720 s,0,1,0,0,0,1,0,1,0,0,0,1
-8.045930582880 s,0,1,1,0,0,1,1,1,1,0,0,1
-8.044930591840 s,1,1,0,0,1,1,1,1,0,1,0,1
-8.043930599920 s,1,1,1,1,0,1,0,1,1,1,0,1
-8.042930609120 s,1,0,0,1,0,0,0,0,0,0,1,1
-8.041930617440 s,0,0,0,0,1,1,1,1,1,1,0,1
-8.040930626080 s,1,0,1,1,0,1,1,0,1,1,0,1
-8.039930634720 s,1,1,1,1,0,0,0,1,0,1,0,1
-8.038930643600 s,0,0,1,0,0,1,1,0,1,0,0,1
-8.037930652240 s,0,1,1,1,0,0,0,0,0,0,0,1
-8.036930660320 s,0,0,1,0,1,1,0,1,0,1,1,0
-8.035930668960 s,0,1,1,0,1,1,1,0,1,0,1,0
-8.034930677920 s,1,1,0,0,1,1,1,0,0,0,1,0
-8.033930686560 s,1,1,0,1,0,0,1,1,1,1,0,0
-8.032930695120 s,0,1,0,1,0,0,0,1,1,1,0,0
-8.031930703600 s,1,1,0,0,1,1,0,1,1,1,0,0
-8.030930712720 s,0,0,0,0,1,0,1,0,0,0,1,0
-8.029930721200 s,1,1,1,0,0,0,1,0,1,0,1,0
-8.028930729360 s,0,1,0,1,1,1,1,0,0,1,1,0
-8.027930738320 s,0,1,0,0,1,0,1,1,1,1,1,0
-8.026930746960 s,1,0,1,0,0,1,0,0,1,0,0,1
-8.025930755280 s,1,0,0,1,1,0,1,0,0,1,0,1
-8.024930764160 s,1,0,0,1,0,0,1,0,1,1,0,1
-8.023930772320 s,1,1,1,1,1,0,1,1,1,1,0,1
-8.022930781840 s,0,0,1,1,0,0,0,0,0,0,1,1
-8.021930789760 s,1,1,0,1,0,0,1,1,1,1,0,1
-8.020930798800 s,0,0,0,0,0,1,0,0,1,1,0,1
-8.019930807520 s,1,1,1,1,1,0,0,0,0,1,0,1
-8.018930816000 s,1,0,0,0,0,1,1,1,0,0,0,1
-8.017930824880 s,1,0,0,1,0,0,0,1,1,1,1,0
-8.016930833680 s,0,1,0,0,1,1,0,0,0,1,1,0
-8.015930842080 s,0,1,0,1,0,0,0,0,1,0,1,0
-8.014930850640 s,1,1,1,0,0,1,0,0,0,0,1,0
-8.013930858880 s,0,0,1,0,0,1,0,1,1,1,0,0
-8.012930867600 s,0,1,1,1,0,0,0,1,1,1,0,0
-8.011930876080 s,1,0,1,0,0,1,1,1,1,1,0,0
-8.010930884960 s,0,1,1,0,0,1,0,1,0,0,1,0
-8.009930893120 s,1,1,1,0,1,1,0,1,1,0,1,0
-8.008930902480 s,1,0,0,0,0,0,0,0,1,1,1,0
-8.007930910960 s,0,0,0,1,1,0,1,0,0,0,0,1
-8.006930919440 s,1,1,0,0,0,1,0,1,1,0,0,1
-8.005930928400 s,1,1,0,0,0,0,1,1,0,1,0,1
-8.004930936400 s,1,1,1,1,0,0,0,1,1,1,0,1
-8.003930944880 s,1,1,0,1,1,1,1,1,1,1,0,1
-8.002930954160 s,1,0,0,0,0,0,0,0,0,0,1,1
-8.001930962720 s,0,0,1,0,1,0,0,1,1,1,0,1
-8.000930971280 s,0,1,1,0,0,0,1,1,0,1,0,1
-7.999930979520 s,1,1,1,0,0,1,0,1,1,0,0,1
-7.998930988640 s,1,0,0,1,1,0,1,0,0,0,0,1
-7.997930997680 s,1,0,0,0,0,0,0,0,1,1,1,0
-7.996931005760 s,0,0,0,1,1,1,0,1,1,0,1,0
-7.995931014480 s,0,1,1,0,0,1,0,1,0,0,1,0
-7.994931022880 s,0,1,1,0,0,1,1,1,1,1,0,0
-7.993931031840 s,0,1,1,1,0,0,0,1,1,1,0,0
-7.992931040320 s,0,1,0,0,0,1,0,1,1,1,0,0
-7.991931049360 s,0,1,1,0,0,1,0,0,0,0,1,0
-7.990931058000 s,0,0,1,1,0,0,0,0,1,0,1,0
-7.989931066560 s,1,1,0,0,1,1,0,0,0,1,1,0
-7.988931074880 s,0,0,0,1,0,0,0,1,1,1,1,0
-7.987931083440 s,0,0,0,0,0,1,1,1,0,0,0,1
-7.986931092160 s,0,0,1,1,1,0,0,0,0,1,0,1
-7.985931100560 s,0,0,1,1,1,0,0,0,1,1,0,1
-7.984931109280 s,0,1,0,1,0,0,1,1,1,1,0,1
-7.983931117920 s,1,1,0,1,0,0,0,0,0,0,1,1
-7.982931126400 s,0,1,0,0,0,1,1,1,1,1,0,1
-7.981931134960 s,1,0,1,1,0,0,1,0,1,1,0,1
-7.980931143760 s,1,0,1,1,1,0,1,0,0,1,0,1
-7.979931152800 s,1,1,1,0,0,1,0,0,1,0,0,1
-7.978931161040 s,0,0,1,0,1,0,1,1,1,1,1,0
-7.977931169600 s,0,0,0,1,1,1,1,0,0,1,1,0
-7.976931178320 s,1,0,1,0,0,0,1,0,1,0,1,0
-7.975931187200 s,0,1,0,0,1,0,1,0,0,0,1,0
-7.974931195600 s,0,0,0,1,1,1,0,1,1,1,0,0
-7.973931204640 s,1,0,0,1,0,0,0,1,1,1,0,0
-7.972931212720 s,0,0,1,1,0,0,1,1,1,1,0,0
-7.971931221600 s,1,0,1,0,1,1,1,0,0,0,1,0
-7.970931230080 s,0,1,1,0,1,1,1,0,1,0,1,0
-7.969931238880 s,1,0,1,0,1,1,0,1,0,1,1,0
-7.968931247920 s,1,0,1,1,0,0,0,0,0,0,0,1
-7.967931256320 s,0,0,0,0,0,1,1,0,1,0,0,1
-7.966931264720 s,1,1,0,1,0,0,0,1,0,1,0,1
-7.965931272960 s,0,1,0,1,0,1,1,0,1,1,0,1
-7.964931281280 s,0,1,1,1,0,1,1,1,1,1,0,1
-7.963931290640 s,0,1,0,1,0,0,0,0,0,0,1,1
-7.962931299440 s,1,0,0,0,1,1,0,1,1,1,0,1
-7.961931307600 s,1,1,1,0,1,1,1,1,0,1,0,1
-7.960931316320 s,1,0,0,1,0,1,1,1,1,0,0,1
-7.959931325360 s,1,0,0,0,0,1,0,1,0,0,0,1
-7.958931333280 s,1,1,0,1,0,0,1,0,1,1,1,0
-7.957931341920 s,1,0,0,1,1,1,1,1,1,0,1,0
-7.956931351040 s,0,0,1,1,1,0,1,1,0,0,1,0
-7.955931359920 s,1,0,0,1,0,0,0,0,0,0,1,0
-7.954931368320 s,0,0,0,1,1,0,0,1,1,1,0,0
-7.953931376720 s,1,1,1,0,1,0,0,1,1,1,0,0
-7.952931386000 s,1,0,1,0,0,0,0,0,0,0,1,0
-7.951931394080 s,0,0,1,0,1,0,1,1,0,0,1,0
-7.950931402560 s,0,0,0,0,1,1,1,1,1,0,1,0
-7.949931411200 s,0,0,1,1,1,1,0,0,1,1,1,0
-7.948931420160 s,1,0,1,0,1,0,0,1,0,0,0,1
-7.947931428480 s,0,0,1,1,1,0,1,1,1,0,0,1
-7.946931437040 s,1,1,0,1,0,1,1,1,0,1,0,1
-7.945931445920 s,0,1,0,1,0,1,0,1,1,1,0,1
-7.944931454480 s,1,1,1,0,0,0,0,0,0,0,1,1
-7.943931462560 s,1,1,0,0,1,1,1,1,1,1,0,1
-7.942931471520 s,1,1,0,0,1,1,1,0,1,1,0,1
-7.941931480320 s,0,1,0,1,1,0,0,1,0,1,0,1
-7.940931489120 s,1,1,1,1,0,1,1,0,1,0,0,1
-7.939931497760 s,0,1,1,1,1,0,0,0,0,0,0,1
-7.938931506240 s,1,0,1,0,0,0,1,1,0,1,1,0
-7.937931515040 s,0,0,1,0,0,0,0,1,1,0,1,0
-7.936931523840 s,0,0,0,0,0,0,0,1,0,0,1,0
-7.935931532480 s,1,0,0,0,1,0,1,1,1,1,0,0
-7.934931541120 s,0,1,0,1,0,0,0,1,1,1,0,0
-7.933931548960 s,0,1,0,0,1,1,0,1,1,1,0,0
-7.932931557920 s,1,0,0,1,0,0,1,0,0,0,1,0
-7.931931566560 s,0,1,0,1,1,1,0,0,1,0,1,0
-7.930931574960 s,1,0,1,1,0,1,1,0,0,1,1,0
-7.929931583440 s,1,0,1,0,0,0,1,1,1,1,1,0
-7.928931592560 s,0,1,0,1,1,0,0,0,1,0,0,1
-7.927931601120 s,1,0,1,1,0,0,1,0,0,1,0,1
-7.926931610080 s,0,1,0,0,0,0,1,0,1,1,0,1
-7.925931618000 s,1,1,0,1,1,0,1,1,1,1,0,1
-7.924931627200 s,0,1,1,1,0,0,0,0,0,0,1,1
-7.923931635280 s,1,1,1,1,0,0,1,1,1,1,0,1
-7.922931644160 s,1,1,1,0,0,1,0,0,1,1,0,1
-7.921931652640 s,0,1,0,1,0,1,0,0,0,1,0,1
-7.920931661280 s,0,0,1,1,0,1,1,1,0,0,0,1
-7.919931670160 s,1,0,1,0,1,0,0,1,1,1,1,0
-7.918931678720 s,1,1,1,1,1,1,0,0,0,1,1,0
-7.917931687760 s,1,0,1,0,1,0,0,0,1,0,1,0
-7.916931696080 s,1,1,1,1,0,1,0,0,0,0,1,0
-7.915931704400 s,1,1,1,0,0,1,0,1,1,1,0,0
-7.914931713360 s,1,0,1,1,0,0,0,1,1,1,0,0
-7.913931722080 s,1,0,0,0,0,1,1,1,1,1,0,0
-7.912931730800 s,1,0,1,1,1,0,0,1,0,0,1,0
-7.911931739200 s,1,0,1,1,0,1,0,1,1,0,1,0
-7.910931747680 s,0,1,0,0,1,1,1,1,0,1,1,0
-7.909931756880 s,0,1,0,1,0,0,1,0,0,0,0,1
-7.908931765120 s,0,0,0,1,1,0,0,1,1,0,0,1
-7.907931773680 s,0,1,1,0,1,1,0,1,0,1,0,1
-7.906931782480 s,1,0,0,1,0,0,0,1,1,1,0,1
-7.905931790560 s,0,0,1,1,1,1,1,1,1,1,0,1
-7.904931799840 s,1,1,0,0,0,0,0,0,0,0,1,1
-7.903931807760 s,0,1,0,1,1,0,0,1,1,1,0,1
-7.902931816880 s,1,1,1,1,0,0,1,1,0,1,0,1
-7.901931825520 s,0,0,1,0,1,1,0,1,1,0,0,1
-7.900931834480 s,0,0,0,1,0,1,1,0,0,0,0,1
-7.899931842480 s,1,1,1,1,0,0,0,0,1,1,1,0
-7.898931851360 s,1,1,0,0,0,0,1,1,1,0,1,0
-7.897931859920 s,0,0,0,0,1,1,0,1,0,0,1,0
-7.896931868640 s,1,0,1,1,0,1,1,1,1,1,0,0
-7.895931877040 s,1,1,1,1,0,0,0,1,1,1,0,0
-7.894931886160 s,1,0,0,0,0,1,0,1,1,1,0,0
-7.893931894720 s,1,0,0,0,0,1,0,0,0,0,1,0
-7.892931903280 s,0,1,0,0,0,0,0,0,1,0,1,0
-7.891931911840 s,0,1,0,1,0,1,0,0,0,1,1,0
-7.890931919840 s,0,1,0,1,1,1,1,0,1,1,1,0
-7.889931929120 s,1,0,0,0,1,0,1,1,0,0,0,1
-7.888931938000 s,1,0,0,0,1,0,0,0,0,1,0,1
-7.887931946320 s,0,0,1,0,1,0,0,0,1,1,0,1
-7.886931954480 s,1,0,1,0,0,0,1,1,1,1,0,1
-7.885931963920 s,0,0,1,1,0,0,0,0,0,0,1,1
-7.884931971840 s,1,1,0,0,0,1,1,1,1,1,0,1
-7.883931980800 s,0,0,1,0,1,0,1,0,1,1,0,1
-7.882931989440 s,0,0,0,1,0,1,1,0,0,1,0,1
-7.881931998240 s,0,0,1,0,1,1,0,0,1,0,0,1
-7.880932006800 s,1,0,0,0,0,1,1,1,1,1,1,0
-7.879932015520 s,0,0,0,1,0,0,0,1,0,1,1,0
-7.878932023920 s,1,1,1,1,0,0,1,0,1,0,1,0
-7.877932032880 s,1,0,0,1,1,0,1,0,0,0,1,0
-7.876932041040 s,0,0,1,1,1,1,0,1,1,1,0,0
-7.875932050160 s,0,1,0,1,0,0,0,1,1,1,0,0
-7.874932058320 s,1,1,1,0,0,0,1,1,1,1,0,0
-7.873932067120 s,0,1,1,1,0,1,1,0,0,0,1,0
