"Time","D0","D1","D2","D3","D4","D5","D6","D7","D8","D9","D10","D11"
-8.191930716640 s,1,1,1,1,0,0,1,1,1,1,0,1
-8.190930725440 s,0,1,0,0,0,1,0,0,1,1,0,1
-8.189930734080 s,1,0,1,1,1,0,0,0,0,1,0,1
-8.188930742160 s,1,0,1,1,1,0,1,1,0,0,0,1
-8.187930750960 s,0,0,1,0,0,0,0,1,1,1,1,0
-8.186930759200 s,1,0,1,1,0,1,0,0,0,1,1,0
-8.185930768000 s,1,0,1,0,0,0,0,0,1,0,1,0
-8.184930776560 s,0,1,0,0,0,1,0,0,0,0,1,0
-8.183930784960 s,1,0,0,0,0,1,0,1,1,1,0,0
-8.182930792960 s,1,1,0,1,0,0,0,1,1,1,0,0
-8.181930801280 s,1,0,1,0,0,1,1,1,1,1,0,0
-8.180930810160 s,1,1,0,0,0,1,0,1,0,0,1,0
-8.179930818320 s,1,0,1,0,1,1,0,1,1,0,1,0
-8.178930827120 s,0,1,0,0,0,0,0,0,1,1,1,0
-8.177930835360 s,1,1,0,1,1,0,1,0,0,0,0,1
-8.176930843600 s,1,1,0,1,0,1,0,1,1,0,0,1
-8.175930852240 s,0,0,1,1,0,0,1,1,0,1,0,1
-8.174930860560 s,1,0,0,1,1,0,0,1,1,1,0,1
-8.173930869520 s,1,1,1,0,0,0,0,0,0,0,1,1
-8.172930877840 s,1,1,1,0,0,0,0,0,0,0,1,1
-8.171930885760 s,0,1,1,0,1,0,0,1,1,1,0,1
-8.170930894640 s,0,0,1,0,0,0,1,1,0,1,0,1
-8.169930903200 s,1,1,0,0,0,1,0,1,1,0,0,1
-8.168930911440 s,1,0,1,0,1,0,1,0,0,0,0,1
-8.167930919600 s,1,0,0,1,1,1,1,1,0,1,1,0
-8.166930928240 s,1,0,0,0,1,1,0,1,1,0,1,0
-8.165930937120 s,0,0,0,0,0,1,0,1,0,0,1,0
-8.164930945120 s,0,1,0,0,0,1,1,1,1,1,0,0
-8.163930953840 s,1,1,0,1,0,0,0,1,1,1,0,0
-8.162930962480 s,0,0,0,0,0,1,0,1,1,1,0,0
-8.161930971040 s,0,0,1,0,0,1,0,0,0,0,1,0
-8.160930979440 s,0,1,0,1,0,0,0,0,1,0,1,0
-8.159930987520 s,1,1,0,0,1,1,0,0,0,1,1,0
-8.158930995840 s,1,1,0,1,0,0,0,1,1,1,1,0
-8.157931004560 s,0,1,0,0,0,1,1,1,0,0,0,1
-8.156931013280 s,0,1,0,0,0,1,0,0,0,1,0,1
-8.155931021200 s,0,1,1,0,0,1,0,0,1,1,0,1
-8.154931029520 s,0,1,0,0,1,0,1,1,1,1,0,1
-8.153931038400 s,0,1,0,0,1,0,0,0,0,0,1,1
-8.152931046480 s,1,0,1,0,0,1,1,1,1,1,0,1
-8.151931054880 s,1,1,1,1,0,0,1,0,1,1,0,1
-8.150931063520 s,1,1,0,1,1,0,1,0,0,1,0,1
-8.149931072480 s,1,0,1,0,0,1,0,0,1,0,0,1
-8.148931080000 s,1,1,1,1,0,0,1,1,1,1,1,0
-8.147931088720 s,1,1,0,0,1,1,1,0,0,1,1,0
-8.146931097840 s,0,0,0,0,0,0,1,0,1,0,1,0
-8.145931106160 s,0,0,1,1,0,0,1,0,0,0,1,0
-8.144931114160 s,0,1,0,0,1,1,0,1,1,1,0,0
-8.143931122960 s,0,1,1,0,0,0,0,1,1,1,0,0
-8.142931131200 s,1,1,0,1,0,0,1,1,1,1,0,0
-8.141931139840 s,1,1,0,0,1,1,1,0,0,0,1,0
-8.140931148160 s,0,1,1,0,1,1,1,0,1,0,1,0
-8.139931156560 s,0,0,1,0,1,1,0,1,0,1,1,0
-8.138931165680 s,1,0,0,0,1,0,0,0,0,0,0,1
-8.137931173520 s,0,1,1,0,0,1,1,0,1,0,0,1
-8.136931182080 s,0,1,0,0,1,0,0,1,0,1,0,1
-8.135931190080 s,0,0,1,0,1,1,1,0,1,1,0,1
-8.134931198320 s,1,1,1,0,1,1,1,1,1,1,0,1
-8.133931207520 s,1,1,1,1,0,0,0,0,0,0,1,1
-8.132931215520 s,1,0,1,0,1,1,0,1,1,1,0,1
-8.131931223840 s,1,1,1,0,1,1,1,1,0,1,0,1
-8.130931232560 s,1,1,1,0,0,1,1,1,1,0,0,1
-8.129931241200 s,1,1,1,1,1,0,0,1,0,0,0,1
-8.128931249600 s,1,1,1,0,0,0,1,0,1,1,1,0
-8.127931257760 s,1,1,0,0,1,1,1,1,1,0,1,0
-8.126931266480 s,0,1,1,0,1,0,1,1,0,0,1,0
-8.125931275280 s,0,1,1,0,0,0,0,0,0,0,1,0
-8.124931283440 s,1,0,1,0,1,0,0,1,1,1,0,0
-8.123931292160 s,1,1,0,0,1,0,0,1,1,1,0,0
-8.122931300880 s,0,0,0,0,0,0,0,0,0,0,1,0
-8.121931309120 s,0,0,0,0,1,0,1,1,0,0,1,0
-8.120931316960 s,1,0,1,1,0,1,1,1,1,0,1,0
-8.119931325440 s,1,1,0,1,1,1,0,0,1,1,1,0
-8.118931334400 s,1,0,0,1,1,0,0,1,0,0,0,1
