"Time","D0","D1","D2","D3","D4","D5","D6","D7","D8","D9","D10","D11"
-8.191929633040 s,1,1,0,1,0,1,1,1,1,0,1,0
-8.190929641920 s,1,1,1,1,0,0,1,1,0,0,1,0
-8.189929650080 s,1,0,1,1,1,1,1,1,1,1,0,0
-8.188929658960 s,0,0,1,0,1,0,0,1,1,1,0,0
-8.187929667760 s,1,1,0,0,1,0,0,1,1,1,0,0
-8.186929676640 s,0,0,1,0,0,0,0,0,0,0,1,0
-8.185929684880 s,1,1,1,0,1,0,1,1,0,0,1,0
-8.184929692880 s,1,1,1,0,1,1,1,1,1,0,1,0
-8.183929702000 s,1,0,0,1,0,0,1,0,1,1,1,0
-8.182929710880 s,1,1,0,0,0,1,0,1,0,0,0,1
-8.181929718960 s,1,1,0,1,0,1,1,1,1,0,0,1
-8.180929727280 s,1,1,0,1,1,1,1,1,0,1,0,1
-8.179929736160 s,1,0,0,1,1,1,0,1,1,1,0,1
-8.178929745120 s,0,1,0,0,1,0,0,0,0,0,1,1
-8.177929753120 s,0,0,0,1,1,1,1,1,1,1,0,1
-8.176929761760 s,1,1,0,0,1,1,1,0,1,1,0,1
-8.175929770800 s,1,0,0,0,1,0,0,1,0,1,0,1
-8.174929779360 s,0,1,0,0,0,1,1,0,1,0,0,1
-8.173929788080 s,1,1,1,1,0,0,0,0,0,0,0,1
-8.172929796320 s,1,1,0,0,1,1,0,1,0,1,1,0
-8.171929805040 s,1,1,0,0,1,1,1,0,1,0,1,0
-8.170929813760 s,1,0,0,0,1,1,1,0,0,0,1,0
-8.169929822000 s,1,1,1,0,0,0,1,1,1,1,0,0
-8.168929831120 s,1,0,1,0,0,0,0,1,1,1,0,0
-8.167929839360 s,0,1,0,0,1,1,0,1,1,1,0,0
-8.166929848240 s,0,0,1,1,0,0,1,0,0,0,1,0
-8.165929856400 s,1,0,1,1,1,1,0,0,1,0,1,0
-8.164929865280 s,1,0,1,0,1,1,1,0,0,1,1,0
-8.163929874080 s,1,0,0,0,1,0,1,1,1,1,1,0
-8.162929882480 s,1,1,1,0,0,1,0,0,1,0,0,1
-8.161929890560 s,0,1,1,1,1,0,1,0,0,1,0,1
-8.160929899520 s,0,1,0,0,1,0,1,0,1,1,0,1
-8.159929907760 s,0,0,0,1,0,1,1,1,1,1,0,1
-8.158929916880 s,0,1,1,0,1,0,0,0,0,0,1,1
-8.157929925120 s,1,1,0,0,1,0,1,1,1,1,0,1
-8.156929933840 s,0,0,1,0,0,1,0,0,1,1,0,1
-8.155929942240 s,1,1,1,1,1,0,0,0,0,1,0,1
-8.154929950720 s,1,1,1,1,1,0,1,1,0,0,0,1
-8.153929959600 s,0,0,0,1,0,0,0,1,1,1,1,0
-8.152929968560 s,1,0,0,0,1,1,0,0,0,1,1,0
-8.151929977200 s,0,1,1,0,0,0,0,0,1,0,1,0
-8.150929985840 s,1,1,0,0,0,1,0,0,0,0,1,0
-8.149929994240 s,1,0,0,0,0,1,0,1,1,1,0,0
-8.148930002640 s,1,1,0,1,0,0,0,1,1,1,0,0
-8.147930011040 s,1,1,0,0,0,1,1,1,1,1,0,0
-8.146930019920 s,1,1,1,1,1,0,0,1,0,0,1,0
-8.145930028240 s,1,1,0,0,1,1,0,1,1,0,1,0
-8.144930036560 s,1,0,0,1,1,1,1,1,0,1,1,0
-8.143930045680 s,1,1,1,0,1,0,1,0,0,0,0,1
-8.142930054000 s,1,1,1,0,0,1,0,1,1,0,0,1
-8.141930062960 s,0,0,0,1,0,0,1,1,0,1,0,1
-8.140930071360 s,1,0,0,1,1,0,0,1,1,1,0,1
-8.139930080320 s,0,1,0,1,0,0,0,0,0,0,1,1
-8.138930088720 s,0,0,0,1,0,0,0,0,0,0,1,1
-8.137930096720 s,0,1,0,1,1,0,0,1,1,1,0,1
-8.136930105760 s,1,0,0,1,0,0,1,1,0,1,0,1
-8.135930114240 s,1,1,1,0,0,1,0,1,1,0,0,1
-8.134930122880 s,1,1,1,0,1,0,1,0,0,0,0,1
-8.133930130960 s,0,0,1,1,1,1,1,1,0,1,1,0
-8.132930140000 s,0,0,1,0,1,1,0,1,1,0,1,0
-8.131930148640 s,1,1,0,0,0,1,0,1,0,0,1,0
-8.130930157280 s,0,0,1,0,0,1,1,1,1,1,0,0
-8.129930165840 s,0,0,1,1,0,0,0,1,1,1,0,0
-8.128930174320 s,1,0,1,1,1,0,0,1,1,1,0,0
-8.127930183440 s,0,0,0,0,0,1,0,0,0,0,1,0
-8.126930191840 s,0,1,1,0,0,0,0,0,1,0,1,0
-8.125930200000 s,0,1,1,1,0,1,0,0,0,1,1,0
-8.124930208880 s,1,0,1,0,0,0,0,1,1,1,1,0
-8.123930217200 s,1,0,1,1,1,0,1,1,0,0,0,1
-8.122930225920 s,1,1,1,1,1,0,0,0,0,1,0,1
-8.121930234320 s,1,1,0,0,0,1,0,0,1,1,0,1
-8.120930242960 s,1,0,0,0,1,0,1,1,1,1,0,1
-8.119930251760 s,0,0,1,0,1,0,0,0,0,0,1,1
-8.118930260000 s,1,0,0,1,0,1,1,1,1,1,0,1
-8.117930268640 s,0,1,0,0,1,0,1,0,1,1,0,1
-8.116930277120 s,1,1,1,1,1,0,1,0,0,1,0,1
-8.115930286240 s,0,0,0,1,0,1,0,0,1,0,0,1
-8.114930294480 s,0,1,0,0,1,0,1,1,1,1,1,0
-8.113930303120 s,1,1,1,0,1,1,1,0,0,1,1,0
-8.112930311520 s,1,1,1,1,1,1,0,0,1,0,1,0
-8.111930320640 s,0,1,1,1,0,0,1,0,0,0,1,0
-8.110930328800 s,1,1,0,0,1,1,0,1,1,1,0,0
-8.109930337760 s,1,0,1,0,0,0,0,1,1,1,0,0
-8.108930346240 s,1,1,1,0,0,0,1,1,1,1,0,0
-8.107930354800 s,1,0,1,1,0,1,1,0,0,0,1,0
-8.106930363120 s,0,1,0,0,1,1,1,0,1,0,1,0
-8.105930372080 s,1,0,0,0,1,1,0,1,0,1,1,0
-8.104930380720 s,0,1,1,1,0,0,0,0,0,0,0,1
-8.103930389200 s,0,1,0,0,0,1,1,0,1,0,0,1
-8.102930397920 s,1,0,0,0,1,0,0,1,0,1,0,1
-8.101930405840 s,1,1,0,0,1,1,1,0,1,1,0,1
-8.100930414400 s,0,0,0,1,1,1,1,1,1,1,0,1
-8.099930423680 s,0,1,0,0,1,0,0,0,0,0,1,1
-8.098930431680 s,0,0,0,1,1,1,0,1,1,1,0,1
-8.097930440000 s,1,1,0,1,1,1,1,1,0,1,0,1
-8.096930448960 s,0,1,0,1,0,1,1,1,1,0,0,1
-8.095930457920 s,0,0,1,0,0,1,0,1,0,0,0,1
-8.094930466320 s,1,0,0,1,0,0,1,0,1,1,1,0
-8.093930474720 s,0,0,0,1,1,1,1,1,1,0,1,0
-8.092930483440 s,0,1,0,1,1,0,1,1,0,0,1,0
-8.091930492720 s,1,1,1,0,0,0,0,0,0,0,1,0
-8.090930500800 s,0,0,1,0,1,0,0,1,1,1,0,0
-8.089930509360 s,0,1,0,0,1,0,0,1,1,1,0,0
-8.088930517600 s,0,0,1,1,1,1,1,1,1,1,0,0
