"Time","D0","D1","D2","D3","D4","D5","D6","D7","D8","D9","D10","D11"
-8.191929574640 s,1,1,1,1,0,1,1,1,1,1,0,0
-8.190929583760 s,0,1,1,1,0,0,0,1,1,1,0,0
-8.189929592160 s,1,1,0,1,1,0,0,1,1,1,0,0
-8.188929601040 s,0,1,1,0,1,0,0,0,0,0,1,0
-8.187929609520 s,0,1,0,0,1,1,1,1,0,0,1,0
-8.186929618320 s,0,0,0,1,1,0,0,0,0,1,1,0
-8.185929626240 s,1,1,0,1,0,1,1,0,1,1,1,0
-8.184929635520 s,0,0,0,1,0,0,1,1,0,0,0,1
-8.183929644080 s,0,1,0,1,0,0,0,0,0,1,0,1
-8.182929652400 s,0,0,1,0,1,0,0,0,1,1,0,1
-8.181929660720 s,0,1,0,1,0,0,1,1,1,1,0,1
-8.180929670000 s,1,0,1,0,1,0,0,0,0,0,1,1
-8.179929677760 s,0,0,0,0,1,1,1,1,1,1,0,1
-8.178929686800 s,1,0,0,0,0,1,1,0,1,1,0,1
-8.177929695440 s,1,1,0,0,1,1,1,0,0,1,0,1
-8.176929704320 s,0,0,1,0,0,0,1,0,1,0,0,1
-8.175929712080 s,1,0,1,1,0,1,1,1,1,1,1,0
-8.174929721280 s,0,1,0,0,1,0,0,1,0,1,1,0
-8.173929729840 s,0,0,0,1,1,0,1,0,1,0,1,0
-8.172929738560 s,1,0,1,1,1,0,1,0,0,0,1,0
-8.171929746720 s,0,1,0,1,1,1,0,1,1,1,0,0
-8.170929755680 s,0,1,1,0,0,0,0,1,1,1,0,0
-8.169929764000 s,1,1,0,1,1,1,0,1,1,1,0,0
-8.168929773200 s,0,0,0,0,0,1,1,0,0,0,1,0
-8.167929780880 s,0,1,1,1,1,0,1,0,1,0,1,0
-8.166929790000 s,0,0,0,1,1,0,0,1,0,1,1,0
-8.165929798080 s,1,0,1,0,1,1,1,1,1,1,1,0
-8.164929807120 s,1,1,0,1,0,0,1,0,1,0,0,1
-8.163929815760 s,1,0,0,1,1,1,1,0,0,1,0,1
-8.162929824160 s,0,1,1,0,0,1,1,0,1,1,0,1
-8.161929832560 s,1,1,0,0,1,1,1,1,1,1,0,1
