"Time","D0","D1","D2","D3","D4","D5","D6","D7","D8","D9","D10","D11"
-8.191930322880 s,1,0,0,0,1,0,1,1,1,1,0,1
-8.190930331440 s,0,1,0,1,0,1,0,0,1,1,0,1
-8.189930340080 s,1,0,0,1,0,1,0,0,0,1,0,1
-8.188930348400 s,1,1,0,1,0,1,1,1,0,0,0,1
-8.187930356960 s,0,1,0,0,1,0,0,1,1,1,1,0
-8.186930365280 s,0,1,0,1,1,1,0,0,0,1,1,0
-8.185930374480 s,0,0,0,0,1,0,0,0,1,0,1,0
-8.184930382480 s,1,1,1,0,0,1,0,0,0,0,1,0
-8.183930390560 s,1,1,1,1,1,0,0,1,1,1,0,0
-8.182930399600 s,1,0,1,0,0,0,0,1,1,1,0,0
-8.181930407760 s,0,1,0,1,1,0,1,1,1,1,0,0
-8.180930416800 s,1,0,1,0,1,0,0,1,0,0,1,0
-8.179930424880 s,1,0,1,0,0,1,0,1,1,0,1,0
-8.178930433360 s,1,0,0,1,0,1,1,1,0,1,1,0
-8.177930442000 s,1,1,1,0,0,0,1,0,0,0,0,1
-8.176930450640 s,1,0,0,1,1,0,0,1,1,0,0,1
-8.175930458880 s,1,0,0,1,1,1,0,1,0,1,0,1
-8.174930467600 s,1,0,0,0,1,0,0,1,1,1,0,1
-8.173930476480 s,0,0,1,0,0,0,0,0,0,0,1,1
-8.172930484720 s,0,0,0,1,0,0,0,0,0,0,1,1
-8.171930492800 s,0,0,1,1,1,0,0,1,1,1,0,1
-8.170930501280 s,1,1,1,1,0,0,1,1,0,1,0,1
-8.169930510000 s,1,1,1,1,0,1,0,1,1,0,0,1
-8.168930518880 s,0,0,1,0,0,1,1,0,0,0,0,1
-8.167930527120 s,0,1,0,1,0,0,0,0,1,1,1,0
-8.166930535760 s,1,0,0,0,0,0,1,1,1,0,1,0
-8.165930544160 s,1,1,1,0,0,1,0,1,0,0,1,0
-8.164930552560 s,0,0,0,1,0,1,1,1,1,1,0,0
-8.163930561280 s,0,1,0,1,0,0,0,1,1,1,0,0
-8.162930569920 s,0,0,0,1,1,0,0,1,1,1,0,0
-8.161930578160 s,1,1,1,0,1,0,0,0,0,0,1,0
-8.160930586640 s,1,0,1,0,1,1,1,1,0,0,1,0
-8.159930595440 s,0,0,0,0,0,1,0,0,0,1,1,0
-8.158930603360 s,1,1,0,0,1,1,1,0,1,1,1,0
-8.157930612320 s,1,0,1,1,0,0,1,1,0,0,0,1
-8.156930620640 s,0,1,0,0,1,0,0,0,0,1,0,1
-8.155930629120 s,0,0,0,1,1,0,0,0,1,1,0,1
-8.154930637360 s,0,1,0,1,0,0,1,1,1,1,0,1
-8.153930646400 s,0,1,0,0,1,0,0,0,0,0,1,1
-8.152930654320 s,1,1,0,1,0,1,1,1,1,1,0,1
-8.151930662880 s,0,1,1,0,1,0,1,0,1,1,0,1
-8.150930671760 s,1,0,1,0,0,1,1,0,0,1,0,1
-8.149930680080 s,1,1,0,0,1,1,0,0,1,0,0,1
-8.148930688240 s,1,0,1,1,1,0,1,1,1,1,1,0
-8.147930697440 s,1,0,1,0,0,0,0,1,0,1,1,0
-8.146930705680 s,1,1,0,1,0,0,1,0,1,0,1,0
-8.145930714320 s,1,1,0,0,1,0,1,0,0,0,1,0
-8.144930722560 s,0,0,1,0,1,1,0,1,1,1,0,0
-8.143930731200 s,0,1,0,0,0,0,0,1,1,1,0,0
-8.142930739520 s,1,0,1,1,1,1,0,1,1,1,0,0
-8.141930748400 s,0,0,1,0,0,1,1,0,0,0,1,0
-8.140930756800 s,1,0,1,0,0,1,1,0,1,0,1,0
-8.139930765280 s,0,1,0,0,0,1,0,1,0,1,1,0
-8.138930774000 s,0,0,0,0,0,0,0,0,0,0,0,1
-8.137930782320 s,0,1,0,0,1,0,1,0,1,0,0,1
-8.136930791120 s,0,0,1,0,0,0,0,1,0,1,0,1
-8.135930799120 s,1,0,0,1,0,1,1,0,1,1,0,1
-8.134930807360 s,1,0,0,0,1,1,1,1,1,1,0,1
-8.133930816400 s,1,1,1,1,0,0,0,0,0,0,1,1
-8.132930824320 s,1,1,0,1,1,1,0,1,1,1,0,1
-8.131930833600 s,1,0,1,0,0,0,0,0,1,1,0,1
-8.130930841520 s,1,0,1,0,1,1,1,1,1,0,0,1
-8.129930850160 s,0,1,1,1,0,1,0,1,0,0,0,1
-8.128930858560 s,0,0,1,0,1,0,1,0,1,1,1,0
-8.127930867680 s,0,0,1,0,0,0,0,0,0,1,1,0
-8.126930875920 s,0,0,0,0,0,1,1,1,0,0,1,0
-8.125930884640 s,0,1,0,1,0,0,0,0,0,0,1,0
-8.124930892720 s,0,0,1,0,1,0,0,1,1,1,0,0
-8.123930901440 s,0,0,1,1,0,0,0,1,1,1,0,0
-8.122930909600 s,1,0,0,0,1,1,1,1,1,1,0,0
-8.121930918160 s,0,1,1,1,1,1,0,1,0,0,1,0
-8.120930926560 s,1,1,0,1,1,0,1,1,1,0,1,0
-8.119930935360 s,0,0,0,1,0,1,0,0,1,1,1,0
-8.118930944240 s,1,0,1,0,0,0,0,1,0,0,0,1
-8.117930952400 s,0,0,0,0,1,0,1,1,1,0,0,1
-8.116930960560 s,1,1,1,0,0,1,1,1,0,1,0,1
-8.115930969040 s,0,1,0,1,0,1,0,1,1,1,0,1
-8.114930978000 s,0,0,1,1,0,0,0,0,0,0,1,1
-8.113930985760 s,1,0,0,1,1,1,1,1,1,1,0,1
-8.112930994400 s,1,0,1,1,1,1,1,0,1,1,0,1
-8.111931003600 s,0,0,0,0,0,1,0,1,0,1,0,1
-8.110931011520 s,0,1,0,1,1,1,1,0,1,0,0,1
-8.109931020560 s,1,0,1,0,0,1,0,0,0,0,0,1
-8.108931028720 s,0,1,1,1,0,0,1,1,0,1,1,0
-8.107931037360 s,1,1,0,1,0,0,0,1,1,0,1,0
-8.106931046240 s,1,1,0,0,0,0,0,1,0,0,1,0
-8.105931054320 s,0,0,0,0,1,0,1,1,1,1,0,0
-8.104931062960 s,1,0,1,0,0,0,0,1,1,1,0,0
-8.103931071520 s,1,1,1,0,0,1,0,1,1,1,0,0
-8.102931079920 s,0,0,0,1,1,1,0,0,0,0,1,0
-8.101931088400 s,0,0,0,1,0,1,0,0,1,0,1,0
-8.100931096560 s,0,1,0,1,1,0,1,0,0,1,1,0
-8.099931105360 s,0,0,0,0,1,1,0,1,1,1,1,0
-8.098931114160 s,0,0,1,1,0,0,0,0,1,0,0,1
-8.097931122560 s,0,1,1,0,0,0,1,0,0,1,0,1
-8.096931130720 s,0,0,1,1,1,1,0,0,1,1,0,1
-8.095931139040 s,1,0,1,1,1,0,1,1,1,1,0,1
-8.094931148160 s,1,1,0,0,1,0,0,0,0,0,1,1
-8.093931155760 s,1,1,1,0,1,0,1,1,1,1,0,1
-8.092931164880 s,1,0,0,0,1,1,0,0,1,1,0,1
-8.091931173520 s,1,1,0,0,1,1,0,0,0,1,0,1
-8.090931181680 s,0,0,0,1,1,1,1,1,0,0,0,1
-8.089931190080 s,1,1,1,1,1,0,0,1,1,1,1,0
-8.088931198960 s,1,0,0,1,0,0,1,0,0,1,1,0
-8.087931207600 s,0,1,0,1,1,0,0,0,1,0,1,0
-8.086931216160 s,0,1,1,1,0,1,0,0,0,0,1,0
-8.085931224560 s,1,1,0,0,0,1,0,1,1,1,0,0
-8.084931233040 s,1,0,1,0,0,0,0,1,1,1,0,0
-8.083931241200 s,1,0,1,0,1,0,1,1,1,1,0,0
-8.082931250240 s,0,0,1,1,0,0,0,1,0,0,1,0
-8.081931258560 s,0,1,0,1,1,0,0,1,1,0,1,0
-8.080931266480 s,0,1,1,1,1,0,1,1,0,1,1,0
-8.079931275600 s,0,0,0,1,1,1,0,0,0,0,0,1
-8.078931283920 s,0,1,1,1,0,0,0,1,1,0,0,1
-8.077931292240 s,0,1,1,1,0,1,0,1,0,1,0,1
-8.076931300720 s,0,1,0,1,0,0,0,1,1,1,0,1
-8.075931310080 s,0,0,0,0,0,0,0,0,0,0,1,1
-8.074931318400 s,1,0,0,1,0,0,0,0,0,0,1,1
-8.073931326320 s,0,1,0,0,0,1,0,1,1,1,0,1
-8.072931334960 s,0,0,0,1,1,0,1,1,0,1,0,1
-8.071931343200 s,1,1,0,1,1,1,0,1,1,0,0,1
-8.070931352240 s,0,0,0,0,1,1,1,0,0,0,0,1
-8.069931360400 s,0,1,1,0,1,0,0,0,1,1,1,0
-8.068931369200 s,0,0,1,1,0,0,1,1,1,0,1,0
-8.067931377760 s,1,1,0,0,1,1,0,1,0,0,1,0
-8.066931385920 s,0,1,0,1,0,1,1,1,1,1,0,0
-8.065931394640 s,1,1,0,1,0,0,0,1,1,1,0,0
-8.064931402880 s,1,1,1,0,1,0,0,1,1,1,0,0
-8.063931411840 s,0,1,0,0,1,0,0,0,0,0,1,0
-8.062931419920 s,1,1,0,1,0,1,1,1,0,0,1,0
-8.061931428720 s,0,0,1,0,1,0,0,0,0,1,1,0
-8.060931436640 s,0,1,1,0,0,1,1,0,1,1,1,0
-8.059931445440 s,1,0,1,1,1,1,0,1,0,0,0,1
-8.058931454400 s,0,1,1,0,0,0,0,0,0,1,0,1
-8.057931462640 s,0,0,0,0,1,0,0,0,1,1,0,1
-8.056931470880 s,0,1,1,0,0,0,1,1,1,1,0,1
-8.055931479520 s,1,1,1,1,0,0,0,0,0,0,1,1
-8.054931487760 s,0,0,1,1,0,1,1,1,1,1,0,1
-8.053931496000 s,0,1,1,1,1,0,1,0,1,1,0,1
-8.052931504960 s,1,1,1,1,0,1,1,0,0,1,0,1
-8.051931513120 s,0,1,1,1,1,1,0,0,1,0,0,1
-8.050931521600 s,0,1,0,1,0,1,1,1,1,1,1,0
-8.049931530800 s,1,0,0,0,1,0,0,1,0,1,1,0
-8.048931539360 s,0,0,1,0,1,0,1,0,1,0,1,0
-8.047931547760 s,1,1,0,1,1,0,1,0,0,0,1,0
-8.046931555920 s,1,1,1,0,1,1,0,1,1,1,0,0
-8.045931564240 s,1,1,1,1,1,1,1,0,1,1,0,0
-8.044931572720 s,1,1,1,0,1,1,0,1,1,1,0,0
-8.043931581680 s,0,0,1,1,1,0,1,0,0,0,1,0
-8.042931590160 s,0,0,0,1,1,0,1,0,1,0,1,0
-8.041931598720 s,1,0,1,0,1,0,0,1,0,1,1,0
-8.040931606400 s,1,1,1,1,0,1,1,1,1,1,1,0
-8.039931615600 s,0,1,1,0,0,0,1,0,1,0,0,1
-8.038931623840 s,0,0,1,0,1,1,1,0,0,1,0,1
-8.037931632640 s,0,1,0,0,0,1,1,0,1,1,0,1
-8.036931640640 s,1,1,1,1,0,1,1,1,1,1,0,1
-8.035931649520 s,0,1,1,1,0,0,0,0,0,0,1,1
-8.034931658160 s,0,1,0,0,0,0,1,1,1,1,0,1
-8.033931666880 s,0,0,1,1,0,0,0,0,1,1,0,1
-8.032931674640 s,0,1,1,1,1,1,1,1,1,0,0,1
-8.031931683600 s,0,1,0,1,1,1,0,1,0,0,0,1
-8.030931692400 s,1,0,0,0,0,1,1,0,1,1,1,0
-8.029931700800 s,1,1,1,1,0,0,0,0,0,1,1,0
-8.028931709120 s,0,0,0,1,0,1,1,1,0,0,1,0
-8.027931718080 s,1,0,0,0,1,0,0,0,0,0,1,0
-8.026931726400 s,0,1,1,0,1,0,0,1,1,1,0,0
-8.025931734640 s,1,1,0,1,0,0,0,1,1,1,0,0
-8.024931743040 s,1,0,1,1,0,1,1,1,1,1,0,0
-8.023931751840 s,1,0,1,0,1,1,0,1,0,0,1,0
-8.022931760000 s,0,1,1,1,0,0,1,1,1,0,1,0
-8.021931768640 s,1,1,0,1,1,0,0,0,1,1,1,0
-8.020931777360 s,1,0,1,0,1,1,1,0,0,0,0,1
-8.019931785760 s,1,0,1,0,0,0,1,1,1,0,0,1
-8.018931794160 s,1,0,1,1,1,0,1,1,0,1,0,1
-8.017931802320 s,0,1,1,0,0,1,0,1,1,1,0,1
-8.016931811360 s,0,1,0,1,0,0,0,0,0,0,1,1
-8.015931819280 s,1,1,0,1,1,1,1,1,1,1,0,1
-8.014931828240 s,0,1,1,0,0,0,0,1,1,1,0,1
-8.013931836800 s,1,1,0,1,0,1,0,1,0,1,0,1
-8.012931845360 s,0,0,0,1,0,0,0,1,1,0,0,1
-8.011931853920 s,1,1,0,0,1,1,0,0,0,0,0,1
-8.010931862240 s,0,1,0,1,1,0,1,1,0,1,1,0
-8.009931870560 s,0,1,1,0,1,0,0,1,1,0,1,0
-8.008931879360 s,1,1,0,1,0,0,0,1,0,0,1,0
-8.007931887760 s,1,0,1,0,1,0,1,1,1,1,0,0
-8.006931896480 s,1,0,1,0,0,0,0,1,1,1,0,0
-8.005931904960 s,1,0,1,0,0,1,0,1,1,1,0,0
-8.004931913680 s,1,0,0,0,1,1,0,0,0,0,1,0
-8.003931922000 s,0,0,1,1,1,0,0,0,1,0,1,0
-8.002931930160 s,0,1,1,1,0,0,1,0,0,1,1,0
-8.001931938640 s,1,1,0,0,0,1,0,1,1,1,1,0
-8.000931947040 s,0,0,1,1,1,1,1,1,0,0,0,1
-7.999931955600 s,1,1,1,0,1,1,0,0,0,1,0,1
-7.998931964320 s,1,0,1,0,1,1,0,0,1,1,0,1
-7.997931972560 s,1,0,0,1,1,0,1,1,1,1,0,1
-7.996931981440 s,1,0,0,0,1,0,0,0,0,0,1,1
-7.995931989440 s,1,1,0,1,1,0,1,1,1,1,0,1
-7.994931998240 s,0,0,0,1,1,1,0,0,1,1,0,1
-7.993932006560 s,0,1,1,1,1,1,0,0,0,1,0,1
-7.992932015680 s,0,1,1,0,0,0,0,0,1,0,0,1
-7.991932023600 s,0,0,1,1,0,1,0,1,1,1,1,0
-7.990932032400 s,0,1,1,0,1,0,1,0,0,1,1,0
-7.989932041120 s,1,1,0,0,0,1,0,0,1,0,1,0
-7.988932049600 s,0,1,1,0,1,1,0,0,0,0,1,0
-7.987932057920 s,0,1,1,0,0,1,0,1,1,1,0,0
-7.986932066560 s,0,0,1,0,0,0,0,1,1,1,0,0
-7.985932074640 s,1,1,1,1,0,0,1,1,1,1,0,0
-7.984932083520 s,0,1,1,0,0,0,0,1,0,0,1,0
-7.983932092000 s,1,0,1,1,0,0,0,1,1,0,1,0
-7.982932100480 s,1,1,0,0,1,0,1,1,0,1,1,0
-7.981932109200 s,0,1,0,1,0,1,0,0,0,0,0,1
-7.980932117760 s,1,0,0,0,0,0,0,1,1,0,0,1
-7.979932125920 s,1,1,1,0,0,1,0,1,0,1,0,1
-7.978932134400 s,1,1,0,0,0,0,0,1,1,1,0,1
-7.977932143600 s,0,0,0,0,0,0,0,0,0,0,1,1
-7.976932151680 s,0,0,1,1,0,0,0,0,0,0,1,1
-7.975932159680 s,1,1,1,0,0,1,0,1,1,1,0,1
-7.974932168560 s,0,1,0,0,0,1,1,1,0,1,0,1
-7.973932176800 s,0,0,1,1,0,0,1,1,1,0,0,1
-7.972932185440 s,1,0,1,1,1,1,1,0,0,0,0,1
-7.971932194000 s,0,0,1,0,0,1,0,0,1,1,1,0
-7.970932202480 s,0,0,0,1,1,0,1,1,1,0,1,0
-7.969932210960 s,0,0,1,1,1,1,0,1,0,0,1,0
-7.968932219360 s,0,1,0,0,1,1,1,1,1,1,0,0
-7.967932228000 s,0,0,1,1,0,0,0,1,1,1,0,0
-7.966932236720 s,0,1,0,0,1,0,0,1,1,1,0,0
-7.965932245440 s,1,1,0,1,0,0,0,0,0,0,1,0
-7.964932253520 s,1,1,0,0,0,1,1,1,0,0,1,0
-7.963932262320 s,0,0,0,1,0,0,0,0,0,1,1,0
-7.962932270400 s,0,1,0,1,1,0,1,0,1,1,1,0
-7.961932279120 s,1,1,0,0,1,1,0,1,0,0,0,1
-7.960932287200 s,0,0,0,1,1,1,1,1,1,0,0,1
-7.959932296320 s,0,0,0,1,0,0,0,0,1,1,0,1
-7.958932304080 s,1,1,0,1,1,1,0,1,1,1,0,1
-7.957932313360 s,0,0,0,0,1,0,0,0,0,0,1,1
-7.956932320960 s,1,1,1,1,0,1,1,1,1,1,0,1
-7.955932330160 s,1,0,1,0,0,1,1,0,1,1,0,1
-7.954932338480 s,1,1,0,1,1,1,1,0,0,1,0,1
-7.953932346880 s,0,1,1,1,0,0,1,0,1,0,0,1
-7.952932354800 s,1,1,1,0,1,1,1,1,1,1,1,0
-7.951932363760 s,1,0,1,1,1,0,0,1,0,1,1,0
-7.950932372720 s,1,0,0,0,0,1,1,0,1,0,1,0
-7.949932381360 s,0,1,0,0,0,1,1,0,0,0,1,0
-7.948932389280 s,1,1,0,1,1,1,0,1,1,1,0,0
-7.947932398400 s,0,0,1,0,0,0,0,1,1,1,0,0
-7.946932406400 s,1,0,1,0,1,1,0,1,1,1,0,0
-7.945932415200 s,1,0,1,0,1,0,1,0,0,0,1,0
-7.944932423520 s,0,1,1,1,0,0,1,0,1,0,1,0
-7.943932432400 s,1,1,1,0,0,0,0,1,0,1,1,0
-7.942932440560 s,0,1,0,0,0,1,1,1,1,1,1,0
-7.941932449200 s,1,0,1,0,1,1,0,0,1,0,0,1
-7.940932457600 s,0,1,0,1,0,1,1,0,0,1,0,1
-7.939932465920 s,1,1,0,1,1,0,1,0,1,1,0,1
-7.938932474240 s,0,0,1,1,0,1,1,1,1,1,0,1
-7.937932483600 s,1,0,0,0,1,0,0,0,0,0,1,1
-7.936932491360 s,1,1,1,0,0,0,1,1,1,1,0,1
