"Time","D0","D1","D2","D3","D4","D5","D6","D7","D8","D9","D10","D11"
-8.191925173120 s,0,0,0,0,0,0,0,0,0,0,0,0
-8.190925182240 s,0,0,0,0,0,0,0,0,0,0,0,0
-8.189925190240 s,1,1,1,1,1,0,0,0,1,1,1,1
-8.188925199680 s,1,0,1,1,0,1,0,1,1,0,1,1
-8.187925208960 s,0,1,0,1,1,1,0,0,1,0,1,1
-8.186925218240 s,0,1,0,0,0,1,1,0,0,0,1,1
-8.185925227360 s,0,0,0,1,0,0,0,1,1,1,1,0
-8.184925236720 s,0,1,0,0,0,1,0,1,0,1,0,0
-8.183925246240 s,0,0,0,0,0,0,0,0,0,0,0,0
-8.182925254240 s,1,1,1,1,1,1,1,1,1,1,0,0
-8.181925263520 s,0,0,1,1,1,1,1,1,1,1,0,0
-8.180925272800 s,0,0,0,0,1,1,1,1,1,1,1,0
-8.179925281440 s,0,0,1,1,1,1,1,1,1,1,1,0
-8.178925290320 s,1,1,1,1,1,1,1,1,1,1,1,0
-8.177925299680 s,1,1,1,1,1,1,1,1,1,1,1,0
-8.176925308880 s,1,1,1,1,1,1,1,1,1,1,1,0
-8.175925317760 s,1,1,1,1,1,1,1,1,1,1,1,0
-8.174925326720 s,1,1,1,1,1,1,1,1,1,1,1,1
-8.173925335760 s,1,1,1,1,1,1,1,1,1,1,1,1
-8.172925344960 s,1,1,1,1,1,1,1,1,1,1,1,1
-8.171925354160 s,1,1,1,1,1,1,1,1,1,1,1,1
-8.170925363440 s,1,1,1,1,1,1,1,1,1,1,1,1
-8.169925372400 s,1,1,1,1,1,1,1,1,1,1,1,1
-8.168925381520 s,0,1,1,1,1,1,1,1,1,1,1,1
-8.167925390800 s,0,0,1,1,1,1,1,1,1,1,1,1
-8.166925399760 s,1,1,1,1,1,1,1,1,1,1,1,0
-8.165925409280 s,1,1,1,1,1,1,1,1,1,1,1,0
-8.164925418320 s,1,1,1,1,1,1,1,1,1,1,1,0
-8.163925427360 s,1,1,1,1,1,1,1,1,1,1,1,0
-8.162925436640 s,1,1,1,1,1,1,1,1,1,1,1,0
-8.161925445520 s,1,1,1,1,1,1,1,1,1,1,1,0
-8.160925454960 s,1,1,1,1,1,1,1,1,1,1,1,0
-8.159925464000 s,1,1,1,1,1,1,1,1,1,1,1,0
-8.158925472960 s,0,1,1,1,1,1,1,1,1,1,1,1
-8.157925481840 s,1,1,1,1,1,1,1,1,1,1,1,1
-8.156925491200 s,1,1,1,1,1,1,1,1,1,1,1,1
-8.155925500400 s,1,1,1,1,1,1,1,1,1,1,1,1
-8.154925509280 s,1,1,1,1,1,1,1,1,1,1,1,1
-8.153925518800 s,1,1,1,1,1,1,1,1,1,1,1,1
-8.152925527680 s,1,1,1,1,1,1,1,1,1,1,1,1
-8.151925537040 s,1,1,1,1,1,1,1,1,1,1,1,0
-8.150925546480 s,1,1,1,1,1,1,1,1,1,1,1,0
-8.149925555360 s,1,1,1,1,1,1,1,1,1,1,1,0
-8.148925564640 s,0,1,1,1,1,1,1,1,1,1,1,0
-8.147925573840 s,0,0,1,1,1,1,1,1,1,1,1,0
-8.146925583200 s,0,0,0,1,1,1,1,1,1,1,1,0
-8.145925592240 s,0,0,0,1,1,1,1,1,1,1,1,0
-8.144925601520 s,1,1,1,1,1,1,1,1,1,1,0,0
-8.143925611520 s,0,0,0,0,0,0,0,1,0,1,0,0
-8.142925620480 s,1,1,0,0,1,0,0,0,0,1,0,0
-8.141925629440 s,0,1,0,0,1,0,0,1,1,0,0,0
-8.140925638320 s,1,0,0,0,0,1,1,1,1,0,1,0
-8.139925647520 s,0,1,1,0,0,0,1,1,0,1,0,1
-8.138925656480 s,0,0,0,1,1,0,0,1,1,1,1,1
-8.137925666320 s,0,0,0,0,0,0,0,0,1,1,0,1
-8.136925675200 s,0,0,0,0,0,0,0,0,1,1,1,1
-8.135925684560 s,0,0,0,0,0,0,0,0,0,0,0,0
-8.134925693760 s,0,0,0,0,0,0,0,0,0,0,0,0
-8.133925703120 s,0,0,0,0,0,0,0,0,0,0,0,0
-8.132925712320 s,0,0,0,0,0,0,0,0,0,0,0,0
-8.131925721280 s,0,0,0,0,0,0,0,0,0,0,0,0
-8.130925730400 s,0,0,0,0,0,0,0,0,0,0,0,1
-8.129925739280 s,0,0,0,0,0,0,0,0,0,0,1,1
-8.128925748240 s,0,0,0,0,0,0,0,1,1,1,1,1
-8.127925757520 s,0,0,0,0,0,0,0,0,0,1,1,1
-8.126925766720 s,0,0,0,0,0,0,0,0,0,0,1,1
-8.125925775920 s,0,0,0,0,0,0,0,0,0,0,0,1
-8.124925784880 s,0,0,0,0,0,0,0,0,0,0,0,1
-8.123925794320 s,0,0,0,0,0,0,0,0,0,0,0,1
-8.122925803360 s,0,0,0,0,0,0,0,0,0,0,0,1
-8.121925812800 s,0,0,0,0,0,0,0,0,0,0,0,0
-8.120925821840 s,0,0,0,0,0,0,0,0,0,0,0,0
-8.119925830720 s,0,0,0,0,0,0,0,0,0,0,0,0
-8.118925839840 s,0,0,0,0,0,0,0,0,0,0,0,0
-8.117925848960 s,0,0,0,0,0,0,0,0,0,0,0,0
-8.116925858320 s,0,0,0,0,0,0,0,0,0,0,0,0
-8.115925867280 s,0,0,0,0,0,0,0,0,0,0,0,0
-8.114925876560 s,0,0,0,0,0,0,0,0,0,0,0,0
-8.113925885360 s,0,0,0,0,0,0,0,0,0,0,0,1
-8.112925894720 s,0,0,0,0,0,0,0,0,0,0,0,1
-8.111925904000 s,0,0,0,0,0,0,0,0,0,0,0,1
-8.110925913040 s,0,0,0,0,0,0,0,0,0,0,0,1
-8.109925922160 s,0,0,0,0,0,0,0,0,0,0,1,1
-8.108925931280 s,0,0,0,0,0,0,0,0,0,0,1,1
-8.107925940000 s,0,0,0,0,0,0,0,1,1,1,1,1
-8.106925949200 s,0,0,0,0,0,0,0,1,1,1,1,1
-8.105925958800 s,0,0,0,0,0,0,0,0,0,0,1,1
-8.104925967920 s,0,0,0,0,0,0,0,0,0,0,0,0
-8.103925977120 s,0,0,0,0,0,0,0,0,0,0,0,0
-8.102925986080 s,0,0,0,0,0,0,0,0,0,0,0,0
-8.101925995200 s,0,0,0,0,0,0,0,0,0,0,0,0
-8.100926004240 s,0,0,0,0,0,0,0,0,0,0,0,0
-8.099926013680 s,0,0,0,0,0,0,0,0,0,0,0,1
-8.098926020960 s,1,1,1,1,1,1,1,1,1,1,1,1
-8.097926031440 s,0,0,0,1,0,0,0,0,1,0,1,1
-8.096926040240 s,1,1,1,1,1,0,0,0,1,0,1,1
-8.095926048960 s,1,0,0,0,1,1,1,1,1,1,0,1
