"Time","D0","D1","D2","D3","D4","D5","D6","D7","D8","D9","D10","D11"
-8.191925171120 s,1,0,1,1,0,1,1,0,1,1,1,0
-8.190925180400 s,0,1,0,1,0,1,1,0,1,1,1,0
-8.189925189360 s,0,1,1,0,0,1,1,0,1,1,1,0
-8.188925198640 s,1,0,1,0,0,1,1,0,1,1,1,0
-8.187925208000 s,1,0,1,0,0,1,1,0,1,1,1,0
-8.186925216960 s,0,0,1,0,0,1,1,0,1,1,1,0
-8.185925226160 s,1,1,0,0,0,1,1,0,1,1,1,0
-8.184925235360 s,1,1,0,0,0,1,1,0,1,1,1,0
-8.183925244480 s,1,1,0,0,0,1,1,0,1,1,1,0
-8.182925253760 s,1,1,0,0,0,1,1,0,1,1,1,0
-8.181925262800 s,0,0,1,0,0,1,1,0,1,1,1,0
-8.180925271520 s,1,1,1,0,0,1,1,0,1,1,1,0
-8.179925280960 s,1,0,0,1,0,1,1,0,1,1,1,0
-8.178925289680 s,1,1,0,1,0,1,1,0,1,1,1,0
-8.177925298880 s,0,1,1,1,0,1,1,0,1,1,1,0
-8.176925308400 s,0,1,0,0,1,1,1,0,1,1,1,0
-8.175925316960 s,1,1,1,0,1,1,1,0,1,1,1,0
-8.174925326320 s,1,0,0,1,1,1,1,0,1,1,1,0
-8.173925336160 s,1,0,0,0,0,0,0,1,1,1,1,0
-8.172925345040 s,1,1,1,0,0,0,0,1,1,1,1,0
-8.171925354000 s,1,0,1,1,0,0,0,1,1,1,1,0
-8.170925363520 s,1,0,0,0,1,0,0,1,1,1,1,0
-8.169925372400 s,0,1,1,0,1,0,0,1,1,1,1,0
-8.168925381440 s,1,0,1,1,1,0,0,1,1,1,1,0
-8.167925390480 s,0,0,1,0,0,1,0,1,1,1,1,0
-8.166925399680 s,1,1,0,1,0,1,0,1,1,1,1,0
-8.165925408960 s,1,0,0,0,1,1,0,1,1,1,1,0
-8.164925417840 s,0,1,1,0,1,1,0,1,1,1,1,0
-8.163925426800 s,1,0,1,1,1,1,0,1,1,1,1,0
